  Time    TX Packets     TX Packet Rate Avg TX Packet Rate    RX Packets     RX Packet Rate Avg RX Packet Rate  Core  Port
 1.000,     15849921,       16381184.41,       15888814.02,            0,              0.00,              0.00,    1,    0
 1.500,            0,              0.00,              0.00,      2555700,         843514.96,        1703860.33,    2,    2
 2.000,     31748970,       16201808.66,       15893108.82,            0,              0.00,              0.00,    1,    0
 2.500,            0,              0.00,              0.00,      4264554,         814250.40,        1705856.92,    2,    2
 3.000,     47645972,       14921813.22,       15894692.32,            0,              0.00,              0.00,    1,    0
 3.500,            0,              0.00,              0.00,      5963873,         428084.05,        1703989.20,    2,    2
 4.000,     63542974,       16323579.04,       15895293.76,            0,              0.00,              0.00,    1,    0
 4.500,            0,              0.00,              0.00,      7663704,         216829.93,        1703065.32,    2,    2
 5.000,     79435882,       16382527.49,       15894807.86,            0,              0.00,              0.00,    1,    0
 5.500,            0,              0.00,              0.00,      9373393,        2077874.84,        1704270.40,    2,    2
 6.000,     95334931,       16265023.21,       15895624.14,            0,              0.00,              0.00,    1,    0
 6.500,            0,              0.00,              0.00,     11082557,         779203.07,        1705022.73,    2,    2
 7.000,    111231933,       16551167.39,       15895656.50,            0,              0.00,              0.00,    1,    0
 7.500,            0,              0.00,              0.00,     12783336,         665061.52,        1704457.17,    2,    2
 8.000,    127124841,       15282588.46,       15895460.22,            0,              0.00,              0.00,    1,    0
 8.500,            0,              0.00,              0.00,     14482871,        4180888.76,        1703878.19,    2,    2
 9.000,    143021843,       15823856.66,       15895432.87,            0,              0.00,              0.00,    1,    0
 9.500,            0,              0.00,              0.00,     16168672,         623362.45,        1701975.18,    2,    2
10.000,    158914751,       16248219.91,       15895344.64,            0,              0.00,              0.00,    1,    0
10.500,            0,              0.00,              0.00,     17878405,         229824.88,        1702713.26,    2,    2
11.000,    174824035,       16561892.93,       15896499.27,            0,              0.00,              0.00,    1,    0
11.500,            0,              0.00,              0.00,     19585575,         150744.68,        1703101.68,    2,    2
12.000,    190729225,       16431332.49,       15897275.78,            0,              0.00,              0.00,    1,    0
12.500,            0,              0.00,              0.00,     21291872,         336295.73,        1703356.84,    2,    2
13.000,    206638509,       15545544.18,       15898141.47,            0,              0.00,              0.00,    1,    0
13.500,            0,              0.00,              0.00,     22995994,         758560.10,        1703413.70,    2,    2
14.000,    222553934,       16287109.61,       15899418.39,            0,              0.00,              0.00,    1,    0
14.500,            0,              0.00,              0.00,     24703197,        4675218.39,        1703675.24,    2,    2
15.000,    238473453,       15149887.83,       15900761.11,            0,              0.00,              0.00,    1,    0
15.500,            0,              0.00,              0.00,     26410348,        7492311.03,        1703899.32,    2,    2
16.000,    254390925,       15345728.52,       15901800.61,            0,              0.00,              0.00,    1,    0
16.500,            0,              0.00,              0.00,     28105160,         764433.09,        1703348.57,    2,    2
17.000,    270306350,       16523016.71,       15902648.65,            0,              0.00,              0.00,    1,    0
17.500,            0,              0.00,              0.00,     29799617,        1321071.10,        1702840.27,    2,    2
18.000,    286232010,       16398294.58,       15903910.51,            0,              0.00,              0.00,    1,    0
18.500,            0,              0.00,              0.00,     31502394,       14529659.32,        1702837.22,    2,    2
19.000,    302155623,       16287079.44,       15904951.20,            0,              0.00,              0.00,    1,    0
19.500,            0,              0.00,              0.00,     33205265,         282563.64,        1702838.68,    2,    2
20.000,    318079236,       15146546.99,       15905912.64,            0,              0.00,              0.00,    1,    0
20.500,            0,              0.00,              0.00,     34909083,         178763.31,        1702886.65,    2,    2
21.000,    334002849,       15022859.56,       15906700.72,            0,              0.00,              0.00,    1,    0
