  Time    TX Packets     TX Packet Rate Avg TX Packet Rate    RX Packets     RX Packet Rate Avg RX Packet Rate  Core  Port
34.000,    520797740,       15007345.19,       15318548.18,            0,              0.00,              0.00,    1,    0
34.500,            0,              0.00,              0.00,     12894867,        4199430.26,         373764.88,    2,    2
35.000,    536117488,       15820155.07,       15318635.36,            0,              0.00,              0.00,    1,    0
35.500,            0,              0.00,              0.00,     13268677,         223013.81,         373766.12,    2,    2
36.000,    551445424,       14891332.54,       15318869.37,            0,              0.00,              0.00,    1,    0
36.500,            0,              0.00,              0.00,     13642527,        3838219.21,         373768.45,    2,    2
37.000,    566763125,       14859896.04,       15318814.70,            0,              0.00,              0.00,    1,    0
37.500,            0,              0.00,              0.00,     14016205,          34077.04,         373765.91,    2,    2
38.000,    582082873,       16395664.63,       15318838.14,            0,              0.00,              0.00,    1,    0
38.500,            0,              0.00,              0.00,     14389804,          45566.08,         373761.56,    2,    2
39.000,    597402621,       16190262.15,       15318886.47,            0,              0.00,              0.00,    1,    0
39.500,            0,              0.00,              0.00,     14763507,         435021.50,         373760.18,    2,    2
40.000,    612728510,       15118495.23,       15319078.68,            0,              0.00,              0.00,    1,    0
40.500,            0,              0.00,              0.00,     15137204,         149317.46,         373758.62,    2,    2
41.000,    628048258,       14818919.26,       15319082.30,            0,              0.00,              0.00,    1,    0
41.500,            0,              0.00,              0.00,     15510881,         533403.79,         373756.66,    2,    2
42.000,    643361865,       14974346.23,       15318928.79,            0,              0.00,              0.00,    1,    0
42.500,            0,              0.00,              0.00,     15884551,         149089.40,         373754.61,    2,    2
43.000,    658665237,       14858816.13,       15318593.47,            0,              0.00,              0.00,    1,    0
43.500,            0,              0.00,              0.00,     16258412,          53168.04,         373756.96,    2,    2
44.000,    673974750,       14993038.88,       15318392.99,            0,              0.00,              0.00,    1,    0
44.500,            0,              0.00,              0.00,     16632178,          26921.45,         373757.11,    2,    2
45.000,    689282216,       14848025.57,       15318121.74,            0,              0.00,              0.00,    1,    0
45.500,            0,              0.00,              0.00,     17005958,          63009.32,         373757.68,    2,    2
46.000,    704587635,       15153256.26,       15317852.63,            0,              0.00,              0.00,    1,    0
46.500,            0,              0.00,              0.00,     17379805,          62301.88,         373759.62,    2,    2
47.000,    719899195,       14996337.91,       15317699.57,            0,              0.00,              0.00,    1,    0
47.500,            0,              0.00,              0.00,     17753684,       13981013.33,         373762.22,    2,    2
48.000,    735200520,       16206945.73,       15317367.07,            0,              0.00,              0.00,    1,    0
48.500,            0,              0.00,              0.00,     18127659,         146091.05,         373766.19,    2,    2
49.000,    750510033,       14911993.23,       15317198.27,            0,              0.00,              0.00,    1,    0
49.500,            0,              0.00,              0.00,     18501537,          30197.97,         373768.84,    2,    2
50.000,    765813405,       14741865.64,       15316957.98,            0,              0.00,              0.00,    1,    0
